,ent_name,corpus_url,sent
4557,Realized Yield,https://www.investopedia.com/terms/r/realizedyield.asp,Realized yield is the actual return earned during the holding period for an investment.
4558,Realtor,https://www.investopedia.com/terms/r/realtor.asp,"A realtor is a real estate professional who is a member of the National Association of Realtors (NAR), a professional association."
4559,Rebalancing,https://www.investopedia.com/terms/r/rebalancing.asp,Rebalancing refers to the process of returning the values of a portfolio's asset allocations to the levels defined by an investment plan.
4560,Rebate,https://www.investopedia.com/terms/r/rebate.asp,"In a short-sale transaction, a rebate is a portion of interest or dividends that is paid by a short seller to the owner of the stock or bond shares being sold short."
4561,Recapitalization,https://www.investopedia.com/terms/r/recapitalization.asp,"Recapitalization is the process of restructuring a company's debt and equity mixture, often to stabilize a company's capital structure."
4562,Receipt,https://www.investopedia.com/terms/r/receipt.asp,A receipt is a written acknowledgment that something of value has been transferred from one party to another.
4563,Receivables,https://www.investopedia.com/terms/r/receivables.asp,"Receivables, also referred to as accounts receivable, are debts owed to a company by its customers for goods or services that have been delivered or used but not yet paid for."
4564,Receivables Turnover Ratio,https://www.investopedia.com/terms/r/receivableturnoverratio.asp,The term receivables turnover ratio refers to an accounting measure that quantifies a company's effectiveness in collecting its accounts receivable.
4565,Receivership,https://www.investopedia.com/terms/r/receivership.asp,A receivership is a court-appointed tool that can assist creditors to recover funds in default and can help troubled companies avoid bankruptcy.
4566,"Recency, Frequency, Monetary Value (RFM)",https://www.investopedia.com/terms/r/rfm-recency-frequency-monetary-value.asp,"Recency, frequency, monetary value is a marketing analysis tool used to identify a company's or an organization's best customers by measuring and analyzing spending habits."
4567,Economic Recession,https://www.investopedia.com/terms/r/recession.asp,"A recession is a significant, widespread, and prolonged downturn in economic activity."
4568,Recessionary Gap,https://www.investopedia.com/terms/r/recessionarygap.asp,"A recessionary gap, or contractionary gap, is a macroeconomic term used when a country's real gross domestic product (GDP) is lower than its GDP at full employment."
4569,Recharacterization,https://www.investopedia.com/terms/r/recharacterization.asp,Recharacterization refers to two separate individual retirement account (IRA) strategies:.
4570,Reconciliation,https://www.investopedia.com/terms/r/reconciliation.asp,Reconciliation is an accounting process that compares two sets of records to check that figures are correct and in agreement.
4571,Record Date,https://www.investopedia.com/terms/r/recorddate.asp,"The record date, or date of record, is the cut-off date established by a company in order to determine which shareholders are eligible to receive a dividend or distribution."
4572,Recourse,https://www.investopedia.com/terms/r/recourse.asp,A recourse is a legal agreement that gives the lender the right to pledged collateral if the borrower is unable to satisfy the debt obligation.
4573,Recourse Loan,https://www.investopedia.com/terms/r/recourse-loan.asp,The term recourse loan refers to a type of loan that can help a lender recoup its investment if a borrower fails to pay and the value of the underlying asset is not enough to cover it.
4574,Recovery Rate,https://www.investopedia.com/terms/r/recovery-rate.asp,"Recovery rate is the extent to which principal and accrued interest on defaulted debt can be recovered, expressed as a percentage of face value."
4575,Recurring Billing,https://www.investopedia.com/terms/r/recurring-billing.asp,Recurring billing happens when a merchant automatically charges a customer for goods or services on a prearranged schedule.
4576,Recurring Revenue,https://www.investopedia.com/terms/r/recurringrevenue.asp,Recurring revenue is the portion of a company's revenue that is expected to continue in the future.
4577,Red Herring,https://www.investopedia.com/terms/r/redherring.asp,"A red herring is a preliminary prospectus filed by a company with the Securities and Exchange Commission (SEC), usually in connection with the company's initial public offering (IPO)."
4578,Redemption,https://www.investopedia.com/terms/r/redemption.asp,"Depending on the context, the term redemption has different uses in the finance and business world."
4579,Redlining,https://www.investopedia.com/terms/r/redlining.asp,Redlining is a discriminatory practice that puts services (financial and otherwise) out of reach for residents of certain areas based on race or ethnicity.
4580,Reference Number,https://www.investopedia.com/terms/r/reference-number.asp,A reference number is a unique identifier assigned to any financial transaction including those made using a credit or debit card.
4581,Reference Rate,https://www.investopedia.com/terms/r/referencerate.asp,A reference rate is an interest rate benchmark used to set other interest rates.
4582,Refinance,https://www.investopedia.com/terms/r/refinance.asp,"A refinance, or ""refi"" for short, refers to the process of revising and replacing the terms of an existing credit agreement, usually as it relates to a loan or mortgage."
4583,Reflexivity,https://www.investopedia.com/terms/r/reflexivity.asp,"Reflexivity in economics is the theory that a feedback loop exists in which investors' perceptions affect economic fundamentals, which in turn changes investor perception."
4584,Registered Education Savings Plan (RESP),https://www.investopedia.com/terms/r/resp.asp,"A Registered Education Savings Plan (RESP), sponsored by the Canadian government, encourages investing in a child's future post-secondary education."
4585,Registered Investment Advisor (RIA),https://www.investopedia.com/terms/r/ria.asp,A registered investment advisor (RIA) is a firm that advises clients on securities investments and may manage their investment portfolios.
4586,Registered Representative (RR),https://www.investopedia.com/terms/r/registeredrepresentative.asp,A registered representative (RR) is a person who works for a client-facing financial firm such as a brokerage company and serves as a representative for clients who are trading investment products and securities.
4587,Regression Definition,https://www.investopedia.com/terms/r/regression.asp,"Regression is a statistical method used in finance, investing, and other disciplines that attempts to determine the strength and character of the relationship between one dependent variable (usually denoted by Y) and a series of other variables (known as independent variables)."
4588,Regressive Tax,https://www.investopedia.com/terms/r/regressivetax.asp,"A regressive tax is a tax applied uniformly, taking a larger percentage of income from low-income earners than from high-income earners."
4589,Regret Theory,https://www.investopedia.com/terms/r/regrettheory.asp,"Regret theory states that people anticipate regret if they make the wrong choice, and they consider this anticipation when making decisions."
4590,What You Should Know About RegTech,https://www.investopedia.com/terms/r/regtech.asp,Regtech is the management of regulatory processes within the financial industry through technology.
4591,Regulated Investment Company (RIC),https://www.investopedia.com/terms/r/ric.asp,A regulated investment company (RIC) can be any one of several investment entities.
4592,Regulation A,https://www.investopedia.com/terms/r/regulationa.asp,Under U.
4593,Regulation B (Reg B),https://www.investopedia.com/terms/r/regulation-b.asp,Regulation B is intended to prevent applicants from being discriminated against in any aspect of a credit transaction.
4594,Regulation CC,https://www.investopedia.com/terms/r/regulation-cc.asp,Regulation CC is one of the banking regulations set forth by the Federal Reserve.
4595,SEC Regulation D (Reg D),https://www.investopedia.com/terms/r/regulationd.asp,Regulation D (Reg D) is a Securities and Exchange Commission (SEC) regulation governing private placement exemptions.
4596,Regulation DD,https://www.investopedia.com/terms/r/regulation-dd.asp,Regulation DD is a directive set forth by the Federal Reserve.
4597,Regulation E,https://www.investopedia.com/terms/r/regulation-e.asp,Regulation E is a regulation put forth by the Federal Reserve Board that outlines rules and procedures for electronic funds transfers (EFTs) and provides guidelines for issuers of electronic debit cards.
4598,Regulation O,https://www.investopedia.com/terms/r/regulation-o.asp,"Regulation O is a Federal Reserve regulation that places limits and stipulations on the credit extensions a member bank can offer to its executive officers, principal shareholders, and directors."
4599,Regulation SHO,https://www.investopedia.com/terms/r/regsho.asp,Regulation SHO is a set of rules from the Securities and Exchange Commission (SEC) implemented in 2005 that regulates short sale practices.
4600,Regulation T (Reg T),https://www.investopedia.com/terms/r/regulationt.asp,Regulation T is a collection of provisions that govern investors' cash accounts and the amount of credit that brokerage firms and dealers may extend to customers for the purchase of securities.
4601,Regulation U,https://www.investopedia.com/terms/r/regulationu.asp,Regulation U is a Federal Reserve Board regulation that governs loans by entities involving securities as collateral and the purchase of securities on margin.
4602,Regulation W,https://www.investopedia.com/terms/r/regulation-w.asp,Regulation W is a U.
4603,Regulation Z,https://www.investopedia.com/terms/r/regulation_z.asp,"Regulation Z is the Federal Reserve Board regulation that implemented the Truth in Lending Act of 1968, which was part of the Consumer Credit Protection Act of that same year."
4604,Regulatory Capture,https://www.investopedia.com/terms/r/regulatory-capture.asp,Regulatory capture is an economic theory that says regulatory agencies may come to be dominated by the industries or interests they are charged with regulating.
4605,Regulatory Risk,https://www.investopedia.com/terms/r/regulatory_risk.asp,"Regulatory risk is the risk that a change in laws and regulations will materially impact a security, business, sector, or market."
4606,Rehypothecation,https://www.investopedia.com/terms/r/rehypothecation.asp,"Rehypothecation is a practice whereby banks and brokers use, for their own purposes, assets that have been posted as collateral by their clients."
4607,Reimbursement,https://www.investopedia.com/terms/r/reimbursement.asp,"Reimbursement is compensation paid by an organization for out-of-pocket expenses incurred or overpayment made by an employee, customer, or another party."
4608,Reinsurance,https://www.investopedia.com/terms/r/reinsurance.asp,Reinsurance is also known as insurance for insurers or stop-loss insurance.
4609,Reinsurance Ceded,https://www.investopedia.com/terms/r/reinsurance-ceded.asp,Reinsurance ceded is an insurance industry term that refers to the portion of risk that a primary insurer passes to another insurer.
4610,Reinvestment,https://www.investopedia.com/terms/r/reinvestment.asp,"Reinvestment is the practice of using dividends, interest, or any other form of income distribution earned in an investment to purchase additional shares or units, rather than receiving the distributions in cash."
4611,Reinvestment Rate,https://www.investopedia.com/terms/r/reinvestmentrate.asp,The reinvestment rate is the amount of interest that can be earned when money is taken out of one fixed-income investment and put into another.
4612,Reinvestment Risk,https://www.investopedia.com/terms/r/reinvestmentrisk.asp,"Reinvestment risk refers to the possibility that an investor will be unable to reinvest cash flows received from an investment, such as coupon payments or interest, at a rate comparable to their current rate of return."
4613,Related-Party Transaction,https://www.investopedia.com/terms/r/related-partytransaction.asp,The term related-party transaction refers to a deal or arrangement made between two parties who are joined by a preexisting business relationship or common interest.
4614,Relationship Management,https://www.investopedia.com/terms/r/relationship-management.asp,Relationship management is a strategy in which an organization maintains an ongoing level of engagement with its audience.
4615,Relationship Manager,https://www.investopedia.com/terms/r/relationship-manager.asp,Relationship managers work to improve business relationships with partner firms and clients.
4616,Relative Purchasing Power Parity (RPPP),https://www.investopedia.com/terms/r/relativeppp.asp,Relative purchasing power parity (RPPP) is an expansion of the traditional purchasing power parity (PPP) theory to include changes in inflation over time.
4617,Relative Strength,https://www.investopedia.com/terms/r/relativestrength.asp,Relative strength is a strategy used in momentum investing and in identifying value stocks.
4618,Relative Strength Index (RSI),https://www.investopedia.com/terms/r/rsi.asp,The relative strength index (RSI) is a momentum indicator used in technical analysis.
4619,Relative Valuation Model,https://www.investopedia.com/terms/r/relative-valuation-model.asp,A relative valuation model is a business valuation method that compares a company's value to that of its competitors or industry peers to assess the firm's financial worth.
4620,Relative Value,https://www.investopedia.com/terms/r/relative-value.asp,Relative value is a method of determining an asset's worth that takes into account the value of similar assets.
4621,Relative Vigor Index (RVI),https://www.investopedia.com/terms/r/relative_vigor_index.asp,The Relative Vigor Index (RVI) is a momentum indicator used in technical analysis that measures the strength of a trend by comparing a security's closing price to its trading range while smoothing the results using a simple moving average (SMA).
4622,Relevant Cost,https://www.investopedia.com/terms/r/relevantcost.asp,Relevant cost is a managerial accounting term that describes avoidable costs that are incurred only when making specific business decisions.
4623,Relief Rally Definition,https://www.investopedia.com/terms/r/relief-rally.asp,A relief rally is a respite from a broader market sell-off that results in temporarily higher securities prices.
4624,Remittance,https://www.investopedia.com/terms/r/remittance.asp,A remittance is a payment of money that is transferred to another party.
4625,Remuneration,https://www.investopedia.com/terms/r/remuneration.asp,Remuneration is the total compensation received by an employee.
4626,Renewable Energy Certificate (REC),https://www.investopedia.com/terms/r/rec.asp,Renewable Energy Certificates (RECs) are a market-based instrument that certifies the bearer owns one megawatt-hour (MWh) of electricity generated from a renewable energy resource.
4627,Renewable Resource,https://www.investopedia.com/terms/r/renewable_resource.asp,A renewable resource is one that can be used repeatedly and does not run out because it is naturally replaced.
4628,Renko Chart Definition and Uses,https://www.investopedia.com/terms/r/renkochart.asp,"A Renko chart is a type of chart, developed by the Japanese, that is built using price movement rather than both price and standardized time intervals like most charts are."
4629,Rent Control,https://www.investopedia.com/terms/r/rent-control.asp,Rent control is a government program that places a limit on the amount that a landlord can demand for leasing a home or renewing a lease.
4630,Rent Seeking,https://www.investopedia.com/terms/r/rentseeking.asp,Rent seeking (or rent-seeking) is an economic concept that occurs when an entity seeks to gain added wealth without any reciprocal contribution of productivity.
4631,Renter’s Insurance,https://www.investopedia.com/terms/r/renters-insurance.asp,"Renter’s insurance is property insurance that provides coverage for a policyholder’s belongings, liabilities, and possibly living expenses in case of a loss event."
4632,Reorganization,https://www.investopedia.com/terms/r/reorganization.asp,A reorganization is a significant and disruptive overhaul of a troubled business intended to restore it to profitability.
4633,Repackaging in Private Equity,https://www.investopedia.com/terms/r/repackaging.asp,"Repackaging in the private equity industry is when a private equity firm buys all the stock in a troubled public company, thus taking the company private with the intention of revamping its operations and re-selling it at a profit."
4634,Repatriable,https://www.investopedia.com/terms/r/repatriable.asp,Repatriable refers to the ability to move liquid financial assets from a foreign country to an investor's country of origin.
4635,Repatriation,https://www.investopedia.com/terms/r/repatriation.asp,The term repatriation refers to the conversion or exchange of foreign currency into someone's home currency.
4636,Repayment,https://www.investopedia.com/terms/r/repayment.asp,Repayment is the act of paying back money previously borrowed from a lender.
4637,Replacement Cost,https://www.investopedia.com/terms/r/replacementcost.asp,"Replacement cost is a term referring to the amount of money a business must currently spend to replace an essential asset like a real estate property, an investment security, a lien, or another item, with one of the same or higher value."
4638,Replacement Rate,https://www.investopedia.com/terms/r/replacement-rate.asp,A replacement rate is the percentage of a worker's pre-retirement income that is paid out by a pension program after the worker retires.
4639,Representative Sample,https://www.investopedia.com/terms/r/representative-sample.asp,A representative sample is a subset of a population that seeks to accurately reflect the characteristics of the larger group.
4640,Repudiation,https://www.investopedia.com/terms/r/repudiation.asp,Repudiation involves disputing the validity of a contract and refusing to honor its terms.
4641,Repurchase Agreement (Repo),https://www.investopedia.com/terms/r/repurchaseagreement.asp,A repurchase agreement (repo) is a form of short-term borrowing for dealers in government securities.
4642,Reputational Risk,https://www.investopedia.com/terms/r/reputational-risk.asp,Reputational risk is a threat or danger to the good name or standing of a business or entity.
4643,Request for Quote (RFQ),https://www.investopedia.com/terms/r/request-for-quote.asp,"A request for quote (RFQ), also known as an invitation for bid (IFB), is a process in which a company solicits select suppliers and contractors to submit price quotes and bids for the chance to fulfill certain tasks or projects."
4644,Request for Proposal (RFP),https://www.investopedia.com/terms/r/request-for-proposal.asp,"A request for proposal (RFP) is a business document that announces a project, describes it, and solicits bids from qualified contractors to complete it."
4645,Required Minimum Distribution (RMD),https://www.investopedia.com/terms/r/requiredminimumdistribution.asp,"A required minimum distribution (RMD) is the amount of money that must be withdrawn from an employer-sponsored retirement plan, traditional IRA, SEP, or SIMPLE individual retirement account (IRA) by owners and qualified retirement plan participants of retirement age."
4646,Required Rate of Return – RRR,https://www.investopedia.com/terms/r/requiredrateofreturn.asp,"The required rate of return (RRR) is the minimum return an investor will accept for owning a company's stock, as compensation for a given level of risk associated with holding the stock."
4647,Requisition,https://www.investopedia.com/terms/r/requisition.asp,"A requisition refers to the process of formally requesting a service or item, typically using a purchase requisition form or another standardized document."
4648,Research Analyst,https://www.investopedia.com/terms/r/research-analyst.asp,A research analyst is a professional who prepares investigative reports on securities or assets for in-house or client use.
4649,Research and Development (R&D),https://www.investopedia.com/terms/r/randd.asp,Research and development (R&D) includes activities that companies undertake to innovate and introduce new products and services.
4650,Research and Development (R&D) Expenses Definition,https://www.investopedia.com/terms/r/research-and-development-expenses.asp,Research and development (R&D) expenses are associated directly with the research and development of a company's goods or services and any intellectual property generated in the process.
4651,Research Associate,https://www.investopedia.com/terms/r/research-associate.asp,A research associate typically works within a research department of an investment bank or asset management firm to provide helpful data to the decision-makers who buy and sell securities for the firm.
4652,Research Report,https://www.investopedia.com/terms/r/research-report.asp,A research report is a document prepared by an analyst or strategist who is a part of the investment research team in a stock brokerage or investment bank.
4653,Reserve Bank of India (RBI),https://www.investopedia.com/terms/r/rbi.asp,"The Reserve Bank of India (RBI) is the central bank of India, which began operations on Apr."
4654,Reserve Currency,https://www.investopedia.com/terms/r/reservecurrency.asp,"A reserve currency is a large quantity of currency maintained by central banks and other major financial institutions to prepare for investments, transactions, and international debt obligations, or to influence their domestic exchange rate."
4655,Reserve Fund,https://www.investopedia.com/terms/r/reservefund.asp,"A reserve fund is a savings account or other highly liquid asset set aside by an individual or business to meet any future costs or financial obligations, especially those arising unexpectedly."
4656,Reserve Price,https://www.investopedia.com/terms/r/reserve-price.asp,"Common to auctions, a reserve price or a reservation price is the minimum amount that a seller will accept as the winning bid."
4657,Reserve Ratio Definition,https://www.investopedia.com/terms/r/reserveratio.asp,"The reserve ratio is the portion of reservable liabilities that commercial banks must hold onto, rather than lend out or invest."
4658,Reserve Requirements,https://www.investopedia.com/terms/r/requiredreserves.asp,"Reserve requirements are the amount of cash that banks must have, in their vaults or at the closest Federal Reserve bank, in line with deposits made by their customers."
4659,Resident Alien,https://www.investopedia.com/terms/r/residentalien.asp,A resident alien is a foreign-born United States resident who is not an American citizen.
4660,Residential Mortgage-Backed Security (RMBS),https://www.investopedia.com/terms/r/rmbs.asp,"Residential mortgage-backed securities (RMBS) are a debt-based security (similar to a bond), backed by the interest paid on loans for residences."
4661,Residual Dividend,https://www.investopedia.com/terms/r/residual-dividend.asp,A residual dividend is a dividend policy used by companies whereby the amount of dividends paid to shareholders amounts to what profits are left over after the company has paid for its capital expenditures (CapEx) and working capital costs.
4662,Residual Income,https://www.investopedia.com/terms/r/residualincome.asp,Residual income is income that one continues to receive after the completion of the income-producing work.
4663,Residual Standard Deviation,https://www.investopedia.com/terms/r/residual-standard-deviation.asp,Residual standard deviation is a statistical term used to describe the difference in standard deviations of observed values versus predicted values as shown by points in a regression analysis.
4664,Residual Sum of Squares (RSS),https://www.investopedia.com/terms/r/residual-sum-of-squares.asp,The residual sum of squares (RSS) is a statistical technique used to measure the amount of variance in a data set that is not explained by a regression model itself.
4665,Residual Value,https://www.investopedia.com/terms/r/residual-value.asp,"The residual value, also known as salvage value, is the estimated value of a fixed asset at the end of its lease term or useful life."
4666,Resistance (Resistance Level) Definition,https://www.investopedia.com/terms/r/resistance.asp,"Resistance, or a resistance level, is the price at which the price of an asset meets pressure on its way up by the emergence of a growing number of sellers who wish to sell at that price."
4667,Resolution Trust Corporation (RTC),https://www.investopedia.com/terms/r/resolution-trust-corporation.asp,The Resolution Trust Corporation (RTC) is a now-defunct temporary federal agency.
4668,Resource Curse,https://www.investopedia.com/terms/r/resource-curse.asp,"The resource curse is a term used to describe a paradoxical situation in which a country underperforms economically, despite being home to valuable natural resources."
4669,Restatement,https://www.investopedia.com/terms/r/restatement.asp,A restatement is an act of revising one or more of a company’s previous financial statements to correct an error.
4670,Restricted Cash,https://www.investopedia.com/terms/r/restricted-cash.asp,"Restricted cash, in contrast to unrestricted cash, is not freely available for a company to spend or invest."
4671,Restricted Stock,https://www.investopedia.com/terms/r/restrictedstock.asp,"Restricted stock refers to unregistered shares of ownership in a corporation that are issued to corporate affiliates, such as executives and directors."
4672,Restricted Stock Unit (RSU),https://www.investopedia.com/terms/r/restricted-stock-unit.asp,The term restricted stock unit (RSU) refers to a form of compensation issued by an employer to an employee in the form of company shares.
4673,Restrictive Covenant,https://www.investopedia.com/terms/r/restrictive-covenant.asp,"A restrictive covenant is a condition that restricts, limits, prohibits, or prevents the actions of someone named in an enforceable agreement."
4674,Restructuring,https://www.investopedia.com/terms/r/restructuring.asp,"Restructuring is an action taken by a company to significantly modify the financial and operational aspects of the company, usually when the business is facing financial pressures."
4675,Restructuring Charge,https://www.investopedia.com/terms/r/restructuring-charge.asp,A restructuring charge is a one-time expense that a company pays when reorganizing its operations.
4676,Resume,https://www.investopedia.com/terms/r/resume.asp,A resume is a formal document that a job applicant creates to itemize their qualifications for a position.
4677,Retail Banking,https://www.investopedia.com/terms/r/retailbanking.asp,"Retail banking, also known as consumer banking or personal banking, is banking that provides financial services to individual consumers rather than businesses."
4678,Retail Investor,https://www.investopedia.com/terms/r/retailinvestor.asp,"A retail investor, also known as an individual investor, is a non-professional investor who buys and sells securities or funds that contain a basket of securities such as mutual funds and exchange traded funds (ETFs)."
4679,Retail Price Index (RPI),https://www.investopedia.com/terms/r/rpi.asp,The Retail Price Index (RPI) is one of the two main measures of consumer inflation produced by the United Kingdom's Office for National Statistics (ONS).
4680,Retail Sales,https://www.investopedia.com/terms/r/retail-sales.asp,The term retail sales refers to an economic metric that tracks consumer demand for finished goods.
4681,Retained Earnings,https://www.investopedia.com/terms/r/retainedearnings.asp,Retained earnings are an important concept in accounting.
4682,Retainer Fee,https://www.investopedia.com/terms/r/retainer-fee.asp,"A retainer fee is an amount of money paid upfront to secure the services of a consultant, freelancer, lawyer, or other professional."
4683,Retention Bonus,https://www.investopedia.com/terms/r/retention-bonus.asp,"A retention bonus is a targeted payment or reward outside of an employee's regular salary that is offered as an incentive to keep a key employee on the job during a particularly crucial business cycle, such as a merger or acquisition, or during a crucial production period."
4684,Retention Ratio,https://www.investopedia.com/terms/r/retentionratio.asp,The retention ratio is the proportion of earnings kept back in the business as retained earnings.
4685,Retirement Income Certified Professional (RICP),https://www.investopedia.com/terms/r/retirement-income-certified-professional-ricp.asp,The term Retirement Income Certified Professional (RICP) refers to a financial professional who specializes in retirement income planning.
4686,Retirement Money Market Account,https://www.investopedia.com/terms/r/retirement-money-market-account.asp,A retirement money market account is a money market account that an individual holds within a retirement account such as an IRA.
4687,Retirement Planning,https://www.investopedia.com/terms/r/retirement-planning.asp,Retirement planning determines retirement income goals and the actions and decisions necessary to achieve those goals.
4688,Retracement,https://www.investopedia.com/terms/r/retracement.asp,"A retracement is a technical term used to identify a minor pullback or change in the direction of a financial instrument, such as a stock or index."
4689,Retrocession,https://www.investopedia.com/terms/r/retrocession.asp,"Retrocession refers to kickbacks, trailer fees or finders fees that asset managers pay to advisers or distributors."
4690,Return,https://www.investopedia.com/terms/r/return.asp,"A return, also known as a financial return, in its simplest terms, is the money made or lost on an investment over some period of time."
4691,Return of Capital,https://www.investopedia.com/terms/r/returnofcapital.asp,Return of capital occurs when an investor receives a portion of their original investment that is not considered income or capital gains from the investment.
4692,Return on Assets (ROA),https://www.investopedia.com/terms/r/returnonassets.asp,The term return on assets (ROA) refers to a financial ratio that indicates how profitable a company is in relation to its total assets.
4693,Return on Average Assets – ROAA Definition,https://www.investopedia.com/terms/r/roaa.asp,"Return on average assets (ROAA) is an indicator used to assess the profitability of a firm's assets, and it is most often used by banks and other financial institutions as a means to gauge financial performance."
4694,Return On Average Equity (ROAE),https://www.investopedia.com/terms/r/roae.asp,Return on average equity (ROAE) is a financial ratio that measures the performance of a company based on its average shareholders' equity outstanding.
4695,Return on Capital Employed (ROCE),https://www.investopedia.com/terms/r/roce.asp,Return on capital employed (ROCE) is a financial ratio that can be used to assess a company's profitability and capital efficiency.
4696,Return on Equity (ROE),https://www.investopedia.com/terms/r/returnonequity.asp,Return on equity (ROE) is a measure of financial performance calculated by dividing net income by shareholders' equity.
4697,Return on Invested Capital (ROIC),https://www.investopedia.com/terms/r/returnoninvestmentcapital.asp,Return on invested capital (ROIC) is a calculation used to assess a company's efficiency at allocating the capital under its control to profitable investments.
4698,Return on Investment (ROI),https://www.investopedia.com/terms/r/returnoninvestment.asp,Return on investment (ROI) is a performance measure used to evaluate the efficiency or profitability of an investment or compare the efficiency of a number of different investments.
4699,Return on Net Assets (RONA),https://www.investopedia.com/terms/r/rona.asp,Return on net assets (RONA) is a measure of financial performance calculated as net profit divided by the sum of fixed assets and net working capital.
4700,Return on Revenue – ROR Definition,https://www.investopedia.com/terms/r/returnonrevenue.asp,Return on revenue (ROR) is a measure of company profitability based on the amount of revenue generated.
4701,Return on Risk-Adjusted Capital (RORAC),https://www.investopedia.com/terms/r/rorac.asp,"The return on risk-adjusted capital (RORAC) is a rate of return measure commonly used in financial analysis, where various projects, endeavors, and investments are evaluated based on capital at risk."
4702,Return on Sales (ROS),https://www.investopedia.com/terms/r/ros.asp,Return on sales (ROS) is a ratio used to evaluate a company's operational efficiency.
4703,Return on Total Assets (ROTA),https://www.investopedia.com/terms/r/return_on_total_assets.asp,Return on total assets (ROTA) is a ratio that measures a company's earnings before interest and taxes (EBIT) relative to its total net assets.
4704,Returned Payment Fee,https://www.investopedia.com/terms/r/returned-payment-fee.asp,The term returned payment fee refers to a charge issued by a financial institution or another creditor when a consumer bounces a payment (i.
4705,Revaluation,https://www.investopedia.com/terms/r/revaluation.asp,A revaluation is a calculated upward adjustment to a country's official exchange rate relative to a chosen baseline.
4706,Revaluation Reserve,https://www.investopedia.com/terms/r/revaluationreserves.asp,Revaluation reserve is an accounting term used when a company creates a line item on its balance sheet for the purpose of maintaining a reserve account tied to certain assets.
4707,Revealed Preference,https://www.investopedia.com/terms/r/revealed-preference.asp,"Revealed preference, a theory offered by American economist Paul Anthony Samuelson in 1938, states that consumer behavior, if their income and the item's price are held constant, is the best indicator of their preferences."
4708,Revenue,https://www.investopedia.com/terms/r/revenue.asp,"Revenue is the money generated from normal business operations, calculated as the average sales price times the number of units sold."
4709,Revenue Agent's Report (RAR),https://www.investopedia.com/terms/r/rar.asp,"The Revenue Agent’s Report (RAR) is a detailed document that describes an IRS examiner's audit findings and states the amount of deficiency or refund the agent finds the taxpayer to owe or be owed, respectively."
4710,Revenue Bond,https://www.investopedia.com/terms/r/revenuebond.asp,"A revenue bond is a category of municipal bond supported by the revenue from a specific project, such as a toll bridge, highway, or local stadium."
4711,Revenue Cap Regulation,https://www.investopedia.com/terms/r/revenue-cap-regulation.asp,Revenue cap regulation seeks to limit the amount of total revenue that can be earned by a firm operating in an industry with no or few other competitors.
4712,Revenue Deficit,https://www.investopedia.com/terms/r/revenuedeficit.asp,A revenue deficit occurs when realized net income is less than the projected net income.
4713,Revenue Generating Unit (RGU),https://www.investopedia.com/terms/r/revenuegeneratingunit.asp,A revenue generating unit (RGU) is an individual service subscriber who generates recurring revenue for a company.
4714,Revenue Officer,https://www.investopedia.com/terms/r/revenueofficer.asp,The term revenue officer refers to an individual who collects revenues on behalf of the government or some other agency.
4715,Revenue Passenger Mile (RPM),https://www.investopedia.com/terms/r/revenue-passenger-mile-rpm.asp,A revenue passenger mile (RPM) is a transportation industry metric that shows the number of miles traveled by paying passengers and is typically an airline traffic statistic.
4716,Revenue Per Available Room (RevPAR),https://www.investopedia.com/terms/r/revpar.asp,Revenue per available room (RevPAR) is a metric used in the hospitality industry to measure hotel performance.
4717,Revenue Per Available Seat Mile (RASM),https://www.investopedia.com/terms/r/revenue-per-available-seat-mile-rasm.asp,Revenue per available seat mile (RASM) is a unit of measurement commonly used to compare the efficiency of various airlines.
4718,Revenue Per Employee,https://www.investopedia.com/terms/r/revenueperemployee.asp,Revenue per employee—calculated as a company's total revenue divided by its current number of employees—is an important ratio that roughly measures how much money each employee generates for the firm.
4719,Revenue Recognition,https://www.investopedia.com/terms/r/revenuerecognition.asp,Revenue recognition is a generally accepted accounting principle (GAAP) that identifies the specific conditions in which revenue is recognized and determines how to account for it.
4720,Reversal,https://www.investopedia.com/terms/r/reversal.asp,A reversal is a change in the price direction of an asset.
4721,Reverse Auction,https://www.investopedia.com/terms/r/reverse-auction.asp,A reverse auction is a type of auction in which sellers bid for the prices at which they are willing to sell their goods and services.
4722,Reverse Culture Shock,https://www.investopedia.com/terms/r/reverse-culture-shock.asp,Reverse culture shock is the emotional and psychological distress suffered by some people when they return home after a number of years overseas.
4723,Reverse ICO,https://www.investopedia.com/terms/r/reverse-ico.asp,"A reverse initial coin offering (ICO) is a method used by existing, established real-world businesses to issue a token to decentralize the business ecosystem, raise funds, and get into cryptocurrency."
4724,Reverse Morris Trust,https://www.investopedia.com/terms/r/reverse-morris-trust.asp,A reverse Morris trust (RMT) is a tax-optimization strategy in which a company wishing to spin-off and subsequently sell assets to an interested party can do so without paying taxes on any gains made from the disposal.
4725,Reverse Repurchase Agreement,https://www.investopedia.com/terms/r/reverserepurchaseagreement.asp,"A reverse repurchase agreement, or ""reverse repo,"" is the purchase of securities with the agreement to sell them at a higher price at a specific future date."
4726,Reverse Stock Split,https://www.investopedia.com/terms/r/reversesplit.asp,A reverse stock split is a type of corporate action that consolidates the number of existing shares of stock into fewer (higher-priced) shares.
4727,Reverse Takeover (RTO),https://www.investopedia.com/terms/r/reversetakeover.asp,A reverse takeover (RTO) is a process whereby private companies can become publicly traded companies without going through an initial public offering (IPO).
